Name|Result|Span|Owner|Regularity|Linkage|Read Only|Hidden|File Size|Date Created|Date Modified|Date Accessed|File Path|File Type
SSN|944-61-2235|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(505) 477-5726|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
SSN|523-66-2463|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(605) 612-6332|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(903) 555-3434|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(770) 555-5223|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(636) 755-2554|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(406) 354-6136|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(860) 350-6334|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(201) 555-3659|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
PHONE_US|(310) 555-1414|null|POX6022\iridemo|true|false|false|false|7924|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|2018-05-03T17:35:46.9446Z|C:\git\workbench-demos\Dark_Data_Discovery\data\0415XML.xml|xml
SSN|161-23-4923|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|656-75-8962|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|224-23-4923|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|194-67-0943|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|367-54-2323|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|123456789|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|987654321|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|103812364|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|1234567891234567|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|1472583690963214|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|078945612|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|40392-5967|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|20486-7863|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|21198-2345|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|5867-5276-2792-7452|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|764-43-0966|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(321) 777-8890|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|2569-5934-9268-1705|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|312-24-7945|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(727) 254-5467|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|2869-2256-1503-5177|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|503-25-6009|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(770) 235-6578|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|8135-4478-2747-9463|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|523-47-8090|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(937) 492-3564|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|2865-8964-1559-7009|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|457-74-7450|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(305) 254-6446|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|1402-5647-4067-1446|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|499-60-0735|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(205) 254-7567|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|5793-5842-3038-1792|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|231-40-9678|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(417) 555-1212|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|7013-5191-1687-2256|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|225-76-0934|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|6986-4127-7062-4675|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|311-76-7455|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(727) 365-7457|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|7352-2478-4293-2756|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|745-57-2647|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(407) 254-8768|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|6412-8994-6035-8904|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|895-07-0467|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(321) 265-7689|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|7234-7036-1853-8745|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|310-44-2352|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(727) 353-6312 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|7095-4122-3046-1454|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|423-33-5818|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(321) 262-4782 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|1736-7434-1654-4814|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|223-90-1124|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(937) 767-8344 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|1690-7704-7823-7782|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|422-22-4753|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(205) 562-1357 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|3702-8025-0262-4114|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|678-33-6746|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(727) 346-1043 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|7375-8034-7034-8832|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|645-07-2345|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(407) 523-7609 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|8934-0265-5183-0954|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|241-22-5234|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(305) 842-3563 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|1854-6135-6425-9041|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|434-55-3955|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(813) 893-5442 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|1765-8904-1449-7019|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|845-72-2679|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(405) 323-4855 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|3634-7086-1883-8742|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|221-45-6532|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(352) 776-8234 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|7895-4126-3056-1457|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|890-44-8245|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(321) 727-7567 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|5636-7494-1614-4812|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|523-55-2865|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(354) 693-3657 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|9490-7774-7883-7789|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
SSN|527-25-6009|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
PHONE_US|(205) 265-8765 |null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
CCN|4202-8045-0282-4110|null|POX6022\iridemo|true|false|false|false|5630|2018-05-03T17:35:44.667Z|2018-05-03T17:35:44.6826Z|2018-05-03T17:35:44.667Z|C:\git\workbench-demos\Dark_Data_Discovery\data\anewdocX.docx|docx
