10535	Antonio Moreno Taqueria	Peacock, Margaret	1997-05-21 00:00:00.0	15.64
10536	Lehmanns Marktstand	Leverling, Janet	1997-06-06 00:00:00.0	58.88
10537	Richter Supermarkt	Davolio, Nancy	1997-05-19 00:00:00.0	78.85
10538	Bs Beverages	Dodsworth, Anne	1997-05-16 00:00:00.0	4.87
10539	Bs Beverages	Suyama, Michael	1997-05-23 00:00:00.0	12.36
10540	QUICK-Stop	Leverling, Janet	1997-06-13 00:00:00.0	1007.64
10541	Hanari Carnes	Fuller, Andrew	1997-05-29 00:00:00.0	68.65
10542	Kolich Essen	Davolio, Nancy	1997-05-26 00:00:00.0	10.95
10543	LILA-Supermercado	Callahan, Laura	1997-05-23 00:00:00.0	48.17
10544	Lonesome Pine Restaurant	Peacock, Margaret	1997-05-30 00:00:00.0	24.91
10545	Lazy K Kountry Store	Callahan, Laura	1997-06-26 00:00:00.0	11.92
10546	Victuailles en stock	Davolio, Nancy	1997-05-27 00:00:00.0	194.72
10547	Seven Seas Imports	Leverling, Janet	1997-06-02 00:00:00.0	178.43
10548	Toms Spezialitan	Leverling, Janet	1997-06-02 00:00:00.0	1.43
10549	QUICK-Stop	Buchanan, Steven	1997-05-30 00:00:00.0	171.24
10550	Godos Cocina Tica	King, Robert	1997-06-06 00:00:00.0	4.32
10551	Furia Bacalhau e Frutos do Mar	Peacock, Margaret	1997-06-06 00:00:00.0	72.95
10552	HILARIO-Abastos	Fuller, Andrew	1997-06-05 00:00:00.0	83.22
10553	Wartian Herkku	Fuller, Andrew	1997-06-03 00:00:00.0	149.49
10554	Ottilies Kaladen	Peacock, Margaret	1997-06-05 00:00:00.0	120.97
10555	Save-a-lot Markets	Suyama, Michael	1997-06-04 00:00:00.0	252.49
10556	Simons bistro	Fuller, Andrew	1997-06-13 00:00:00.0	9.80
10557	Lehmanns Marktstand	Dodsworth, Anne	1997-06-06 00:00:00.0	96.72
10558	Around the Horn	Davolio, Nancy	1997-06-10 00:00:00.0	72.97
10559	Blondel pe et fils	Suyama, Michael	1997-06-13 00:00:00.0	8.05
10560	Frankenversand	Callahan, Laura	1997-06-09 00:00:00.0	36.65
10561	Folk och faB	Fuller, Andrew	1997-06-09 00:00:00.0	242.21
10562	Reggiani Caseifici	Davolio, Nancy	1997-06-12 00:00:00.0	22.95
10563	Ricardo Adocicados	Fuller, Andrew	1997-06-24 00:00:00.0	60.43
10564	Rattlesnake Canyon Grocery	Peacock, Margaret	1997-06-16 00:00:00.0	13.75
10565	Me Paillarde	Callahan, Laura	1997-06-18 00:00:00.0	7.15
10566	Blondel pe et fils	Dodsworth, Anne	1997-06-18 00:00:00.0	88.40
10567	Hungry Owl All-Night Grocers	Davolio, Nancy	1997-06-17 00:00:00.0	33.97
10568	Galeridel gastroo	Leverling, Janet	1997-07-09 00:00:00.0	6.54
10569	Rattlesnake Canyon Grocery	Buchanan, Steven	1997-07-11 00:00:00.0	58.98
10570	Me Paillarde	Leverling, Janet	1997-06-19 00:00:00.0	188.99
10571	Ernst Handel	Callahan, Laura	1997-07-04 00:00:00.0	26.06
10572	Berglunds snabbkop	Leverling, Janet	1997-06-25 00:00:00.0	116.43
10573	Antonio Moreno Taqueria	King, Robert	1997-06-20 00:00:00.0	84.84
10574	Trails Head Gourmet Provisioners	Peacock, Margaret	1997-06-30 00:00:00.0	37.60
10575	Morgenstern Gesundkost	Buchanan, Steven	1997-06-30 00:00:00.0	127.34
10576	Tortuga Restaurante	Leverling, Janet	1997-06-30 00:00:00.0	18.56
10577	Trails Head Gourmet Provisioners	Dodsworth, Anne	1997-06-30 00:00:00.0	25.41
10578	Bs Beverages	Peacock, Margaret	1997-07-25 00:00:00.0	29.60
10579	Lets Stop N Shop	Davolio, Nancy	1997-07-04 00:00:00.0	13.73
10580	Ottilies Kaladen	Peacock, Margaret	1997-07-01 00:00:00.0	75.89
10581	Familia Arquibaldo	Leverling, Janet	1997-07-02 00:00:00.0	3.01
10582	Blauer See Delikatessen	Leverling, Janet	1997-07-14 00:00:00.0	27.71
10583	Wartian Herkku	Fuller, Andrew	1997-07-04 00:00:00.0	7.28
10584	Blondel pe et fils	Peacock, Margaret	1997-07-04 00:00:00.0	59.14
10585	Wellington Importadora	King, Robert	1997-07-10 00:00:00.0	13.41
10586	Reggiani Caseifici	Dodsworth, Anne	1997-07-09 00:00:00.0	0.48
10587	Que Delia	Davolio, Nancy	1997-07-09 00:00:00.0	62.52
10588	QUICK-Stop	Fuller, Andrew	1997-07-10 00:00:00.0	194.67
10589	Great Lakes Food Market	Callahan, Laura	1997-07-14 00:00:00.0	4.42
10590	Me Paillarde	Peacock, Margaret	1997-07-14 00:00:00.0	44.77
10591	Vaffeljernet	Davolio, Nancy	1997-07-16 00:00:00.0	55.92
10592	Lehmanns Marktstand	Leverling, Janet	1997-07-16 00:00:00.0	32.10
10593	Lehmanns Marktstand	King, Robert	1997-08-13 00:00:00.0	174.20
10594	Old World Delicatessen	Leverling, Janet	1997-07-16 00:00:00.0	5.24
10595	Ernst Handel	Fuller, Andrew	1997-07-14 00:00:00.0	96.78
10596	White Clover Markets	Callahan, Laura	1997-08-12 00:00:00.0	16.34
10597	Piccolo und mehr	King, Robert	1997-07-18 00:00:00.0	35.12
10598	Rattlesnake Canyon Grocery	Davolio, Nancy	1997-07-18 00:00:00.0	44.42
10599	Bs Beverages	Suyama, Michael	1997-07-21 00:00:00.0	29.98
10600	Hungry Coyote Import Store	Peacock, Margaret	1997-07-21 00:00:00.0	45.13
10601	HILARIO-Abastos	King, Robert	1997-07-22 00:00:00.0	58.30
10602	Vaffeljernet	Callahan, Laura	1997-07-22 00:00:00.0	2.92
10603	Save-a-lot Markets	Callahan, Laura	1997-08-08 00:00:00.0	48.77
10604	Furia Bacalhau e Frutos do Mar	Davolio, Nancy	1997-07-29 00:00:00.0	7.46
10605	Me Paillarde	Davolio, Nancy	1997-07-29 00:00:00.0	379.13
10606	Tradic Hipermercados	Peacock, Margaret	1997-07-31 00:00:00.0	79.40
10607	Save-a-lot Markets	Buchanan, Steven	1997-07-25 00:00:00.0	200.24
10608	Toms Spezialitan	Peacock, Margaret	1997-08-01 00:00:00.0	27.79
10609	Du monde entier	King, Robert	1997-07-30 00:00:00.0	1.85
10610	La maison dAsie	Callahan, Laura	1997-08-06 00:00:00.0	26.78
10611	Wolski  Zajazd	Suyama, Michael	1997-08-01 00:00:00.0	80.65
10612	Save-a-lot Markets	Davolio, Nancy	1997-08-01 00:00:00.0	544.08
10613	HILARIO-Abastos	Peacock, Margaret	1997-08-01 00:00:00.0	8.11
10614	Blauer See Delikatessen	Callahan, Laura	1997-08-01 00:00:00.0	1.93
10615	Wilman Kala	Fuller, Andrew	1997-08-06 00:00:00.0	0.75
10616	Great Lakes Food Market	Davolio, Nancy	1997-08-05 00:00:00.0	116.53
10617	Great Lakes Food Market	Peacock, Margaret	1997-08-04 00:00:00.0	18.53
10618	Me Paillarde	Davolio, Nancy	1997-08-08 00:00:00.0	154.68
10619	Me Paillarde	Leverling, Janet	1997-08-07 00:00:00.0	91.05
10620	Laughing Bacchus Wine Cellars	Fuller, Andrew	1997-08-14 00:00:00.0	0.94
10621	Island Trading	Peacock, Margaret	1997-08-11 00:00:00.0	23.73
10622	Ricardo Adocicados	Peacock, Margaret	1997-08-11 00:00:00.0	50.97
10623	Frankenversand	Callahan, Laura	1997-08-12 00:00:00.0	97.18
10624	The Cracker Box	Peacock, Margaret	1997-08-19 00:00:00.0	94.80
10625	Ana Trujillo Emparedados y helados	Leverling, Janet	1997-08-14 00:00:00.0	43.90
10626	Berglunds snabbkop	Davolio, Nancy	1997-08-20 00:00:00.0	138.69
10627	Save-a-lot Markets	Callahan, Laura	1997-08-21 00:00:00.0	107.46
10628	Blondel pe et fils	Peacock, Margaret	1997-08-20 00:00:00.0	30.36
10629	Godos Cocina Tica	Peacock, Margaret	1997-08-20 00:00:00.0	85.46
10630	Kolich Essen	Davolio, Nancy	1997-08-19 00:00:00.0	32.35
10631	La maison dAsie	Callahan, Laura	1997-08-15 00:00:00.0	0.87
10632	Die Wandernde Kuh	Callahan, Laura	1997-08-19 00:00:00.0	41.38
10633	Ernst Handel	King, Robert	1997-08-18 00:00:00.0	477.90
10634	Folies gourmandes	Peacock, Margaret	1997-08-21 00:00:00.0	487.38
10635	Magazzini Alimentari Riuniti	Callahan, Laura	1997-08-21 00:00:00.0	47.46
10636	Wartian Herkku	Peacock, Margaret	1997-08-26 00:00:00.0	1.15
10637	Queen Cozinha	Suyama, Michael	1997-08-26 00:00:00.0	201.29
10638	LINO-Delicateses	Leverling, Janet	1997-09-01 00:00:00.0	158.44
10639	Santeourmet	King, Robert	1997-08-27 00:00:00.0	38.64
10640	Die Wandernde Kuh	Peacock, Margaret	1997-08-28 00:00:00.0	23.55
10641	HILARIO-Abastos	Peacock, Margaret	1997-08-26 00:00:00.0	179.61
10642	Simons bistro	King, Robert	1997-09-05 00:00:00.0	41.89
10643	Alfreds Futterkiste	Suyama, Michael	1997-09-02 00:00:00.0	29.46
10644	Wellington Importadora	Leverling, Janet	1997-09-01 00:00:00.0	0.14
10645	Hanari Carnes	Peacock, Margaret	1997-09-02 00:00:00.0	12.41
10646	Hungry Owl All-Night Grocers	Dodsworth, Anne	1997-09-03 00:00:00.0	142.33
10647	Que Delia	Peacock, Margaret	1997-09-03 00:00:00.0	45.54
10648	Ricardo Adocicados	Buchanan, Steven	1997-09-09 00:00:00.0	14.25
10649	Maison Dewey	Buchanan, Steven	1997-08-29 00:00:00.0	6.20
10650	Familia Arquibaldo	Buchanan, Steven	1997-09-03 00:00:00.0	176.81
10651	Die Wandernde Kuh	Callahan, Laura	1997-09-11 00:00:00.0	20.60
10652	Gourmet Lanchonetes	Peacock, Margaret	1997-09-08 00:00:00.0	7.14
10653	Frankenversand	Davolio, Nancy	1997-09-19 00:00:00.0	93.25
10654	Berglunds snabbkop	Buchanan, Steven	1997-09-11 00:00:00.0	55.26
10655	Reggiani Caseifici	Davolio, Nancy	1997-09-11 00:00:00.0	4.41
10656	Great Lakes Food Market	Suyama, Michael	1997-09-10 00:00:00.0	57.15
10657	Save-a-lot Markets	Fuller, Andrew	1997-09-15 00:00:00.0	352.69
10658	QUICK-Stop	Peacock, Margaret	1997-09-08 00:00:00.0	364.15
10659	Queen Cozinha	King, Robert	1997-09-10 00:00:00.0	105.81
10660	Hungry Coyote Import Store	Callahan, Laura	1997-10-15 00:00:00.0	111.29
10661	Hungry Owl All-Night Grocers	King, Robert	1997-09-15 00:00:00.0	17.55
10662	Lonesome Pine Restaurant	Leverling, Janet	1997-09-18 00:00:00.0	1.28
10663	Bon app	Fuller, Andrew	1997-10-03 00:00:00.0	113.15
10664	Furia Bacalhau e Frutos do Mar	Davolio, Nancy	1997-09-19 00:00:00.0	1.27
10665	Lonesome Pine Restaurant	Davolio, Nancy	1997-09-17 00:00:00.0	26.31
10666	Richter Supermarkt	King, Robert	1997-09-22 00:00:00.0	232.42
10667	Ernst Handel	King, Robert	1997-09-19 00:00:00.0	78.09
10668	Die Wandernde Kuh	Davolio, Nancy	1997-09-23 00:00:00.0	47.22
10669	Simons bistro	Fuller, Andrew	1997-09-22 00:00:00.0	24.39
10670	Frankenversand	Peacock, Margaret	1997-09-18 00:00:00.0	203.48
10671	France restauration	Davolio, Nancy	1997-09-24 00:00:00.0	30.34
10672	Berglunds snabbkop	Dodsworth, Anne	1997-09-26 00:00:00.0	95.75
10673	Wilman Kala	Fuller, Andrew	1997-09-19 00:00:00.0	22.76
10674	Island Trading	Peacock, Margaret	1997-09-30 00:00:00.0	0.90
10675	Frankenversand	Buchanan, Steven	1997-09-23 00:00:00.0	31.85
10676	Tortuga Restaurante	Fuller, Andrew	1997-09-29 00:00:00.0	2.01
10677	Antonio Moreno Taqueria	Davolio, Nancy	1997-09-26 00:00:00.0	4.03
10678	Save-a-lot Markets	King, Robert	1997-10-16 00:00:00.0	388.98
10679	Blondel pe et fils	Callahan, Laura	1997-09-30 00:00:00.0	27.94
10680	Old World Delicatessen	Davolio, Nancy	1997-09-26 00:00:00.0	26.61
10681	Great Lakes Food Market	Leverling, Janet	1997-09-30 00:00:00.0	76.13
10682	Antonio Moreno Taqueria	Leverling, Janet	1997-10-01 00:00:00.0	36.13
10683	Du monde entier	Fuller, Andrew	1997-10-01 00:00:00.0	4.40
10684	Ottilies Kaladen	Leverling, Janet	1997-09-30 00:00:00.0	145.63
10685	Gourmet Lanchonetes	Peacock, Margaret	1997-10-03 00:00:00.0	33.75
10686	Piccolo und mehr	Fuller, Andrew	1997-10-08 00:00:00.0	96.50
10687	Hungry Owl All-Night Grocers	Dodsworth, Anne	1997-10-30 00:00:00.0	296.43
10688	Vaffeljernet	Peacock, Margaret	1997-10-07 00:00:00.0	299.09
10689	Berglunds snabbkop	Davolio, Nancy	1997-10-07 00:00:00.0	13.42
10690	Hanari Carnes	Davolio, Nancy	1997-10-03 00:00:00.0	15.80
10691	QUICK-Stop	Fuller, Andrew	1997-10-22 00:00:00.0	810.05
10692	Alfreds Futterkiste	Peacock, Margaret	1997-10-13 00:00:00.0	61.02
10693	White Clover Markets	Leverling, Janet	1997-10-10 00:00:00.0	139.34
10694	QUICK-Stop	Callahan, Laura	1997-10-09 00:00:00.0	398.36
10695	Wilman Kala	King, Robert	1997-10-14 00:00:00.0	16.72
10696	White Clover Markets	Callahan, Laura	1997-10-14 00:00:00.0	102.55
10697	LINO-Delicateses	Leverling, Janet	1997-10-14 00:00:00.0	45.52
10698	Ernst Handel	Peacock, Margaret	1997-10-17 00:00:00.0	272.47
10699	Morgenstern Gesundkost	Leverling, Janet	1997-10-13 00:00:00.0	0.58
10700	Save-a-lot Markets	Leverling, Janet	1997-10-16 00:00:00.0	65.10
10701	Hungry Owl All-Night Grocers	Suyama, Michael	1997-10-15 00:00:00.0	220.31
10702	Alfreds Futterkiste	Peacock, Margaret	1997-10-21 00:00:00.0	23.94
10703	Folk och faB	Suyama, Michael	1997-10-20 00:00:00.0	152.30
10704	Queen Cozinha	Suyama, Michael	1997-11-07 00:00:00.0	4.78
10705	HILARIO-Abastos	Dodsworth, Anne	1997-11-18 00:00:00.0	3.52
10706	Old World Delicatessen	Callahan, Laura	1997-10-21 00:00:00.0	135.63
10707	Around the Horn	Peacock, Margaret	1997-10-23 00:00:00.0	21.74
10708	The Big Cheese	Suyama, Michael	1997-11-05 00:00:00.0	2.96
10709	Gourmet Lanchonetes	Davolio, Nancy	1997-11-20 00:00:00.0	210.80
10710	Franchi S.p.A.	Davolio, Nancy	1997-10-23 00:00:00.0	4.98
10711	Save-a-lot Markets	Buchanan, Steven	1997-10-29 00:00:00.0	52.41
10712	Hungry Owl All-Night Grocers	Leverling, Janet	1997-10-31 00:00:00.0	89.93
10713	Save-a-lot Markets	Davolio, Nancy	1997-10-24 00:00:00.0	167.05
10714	Save-a-lot Markets	Buchanan, Steven	1997-10-27 00:00:00.0	24.49
10715	Bon app	Leverling, Janet	1997-10-29 00:00:00.0	63.20
10716	Rancho grande	Peacock, Margaret	1997-10-27 00:00:00.0	22.57
10717	Frankenversand	Davolio, Nancy	1997-10-29 00:00:00.0	59.25
10718	Kolich Essen	Davolio, Nancy	1997-10-29 00:00:00.0	170.88
10719	Lets Stop N Shop	Callahan, Laura	1997-11-05 00:00:00.0	51.44
10720	Que Delia	Callahan, Laura	1997-11-05 00:00:00.0	9.53
10721	QUICK-Stop	Buchanan, Steven	1997-10-31 00:00:00.0	48.92
10722	Save-a-lot Markets	Callahan, Laura	1997-11-04 00:00:00.0	74.58
10723	White Clover Markets	Leverling, Janet	1997-11-25 00:00:00.0	21.72
10724	Me Paillarde	Callahan, Laura	1997-11-05 00:00:00.0	57.75
10725	Familia Arquibaldo	Peacock, Margaret	1997-11-05 00:00:00.0	10.83
10726	Eastern Connection	Peacock, Margaret	1997-12-05 00:00:00.0	16.56
10727	Reggiani Caseifici	Fuller, Andrew	1997-12-05 00:00:00.0	89.90
10728	Queen Cozinha	Peacock, Margaret	1997-11-11 00:00:00.0	58.33
10729	LINO-Delicateses	Callahan, Laura	1997-11-14 00:00:00.0	141.06
10730	Bon app	Buchanan, Steven	1997-11-14 00:00:00.0	20.12
10731	Chop-suey Chinese	King, Robert	1997-11-14 00:00:00.0	96.65
10732	Bon app	Leverling, Janet	1997-11-07 00:00:00.0	16.97
10733	Berglunds snabbkop	Davolio, Nancy	1997-11-10 00:00:00.0	110.11
10734	Gourmet Lanchonetes	Fuller, Andrew	1997-11-12 00:00:00.0	1.63
10735	Lets Stop N Shop	Suyama, Michael	1997-11-21 00:00:00.0	45.97
10736	Hungry Owl All-Night Grocers	Dodsworth, Anne	1997-11-21 00:00:00.0	44.10
10737	Vins et alcools Chevalier	Fuller, Andrew	1997-11-18 00:00:00.0	7.79
10738	Spealitedu monde	Fuller, Andrew	1997-11-18 00:00:00.0	2.91
10739	Vins et alcools Chevalier	Leverling, Janet	1997-11-17 00:00:00.0	11.08
10740	White Clover Markets	Peacock, Margaret	1997-11-25 00:00:00.0	81.88
10741	Around the Horn	Peacock, Margaret	1997-11-18 00:00:00.0	10.96
10742	Bottom-Dollar Markets	Leverling, Janet	1997-11-18 00:00:00.0	243.73
10743	Around the Horn	Davolio, Nancy	1997-11-21 00:00:00.0	23.72
10744	Vaffeljernet	Suyama, Michael	1997-11-24 00:00:00.0	69.19
10745	QUICK-Stop	Dodsworth, Anne	1997-11-27 00:00:00.0	3.52
10746	Chop-suey Chinese	Davolio, Nancy	1997-11-21 00:00:00.0	31.43
10747	Piccolo und mehr	Suyama, Michael	1997-11-26 00:00:00.0	117.33
10748	Save-a-lot Markets	Leverling, Janet	1997-11-28 00:00:00.0	232.55
10749	Island Trading	Peacock, Margaret	1997-12-19 00:00:00.0	61.53
10750	Wartian Herkku	Dodsworth, Anne	1997-11-24 00:00:00.0	79.30
10248	Vins et alcools Chevalier	Buchanan, Steven	1996-07-16 00:00:00.0	32.38
10249	Toms Spezialitan	Suyama, Michael	1996-07-10 00:00:00.0	11.61
10250	Hanari Carnes	Peacock, Margaret	1996-07-12 00:00:00.0	65.83
10251	Victuailles en stock	Leverling, Janet	1996-07-15 00:00:00.0	41.34
10252	Supres deces	Peacock, Margaret	1996-07-11 00:00:00.0	51.30
10253	Hanari Carnes	Leverling, Janet	1996-07-16 00:00:00.0	58.17
10254	Chop-suey Chinese	Buchanan, Steven	1996-07-23 00:00:00.0	22.98
10255	Richter Supermarkt	Dodsworth, Anne	1996-07-15 00:00:00.0	148.33
10256	Wellington Importadora	Leverling, Janet	1996-07-17 00:00:00.0	13.97
10257	HILARIO-Abastos	Peacock, Margaret	1996-07-22 00:00:00.0	81.91
10258	Ernst Handel	Davolio, Nancy	1996-07-23 00:00:00.0	140.51
10259	Centro comercial Moctezuma	Peacock, Margaret	1996-07-25 00:00:00.0	3.25
10260	Ottilies Kaladen	Peacock, Margaret	1996-07-29 00:00:00.0	55.09
10261	Que Delia	Peacock, Margaret	1996-07-30 00:00:00.0	3.05
10262	Rattlesnake Canyon Grocery	Callahan, Laura	1996-07-25 00:00:00.0	48.29
10263	Ernst Handel	Dodsworth, Anne	1996-07-31 00:00:00.0	146.06
10264	Folk och faB	Suyama, Michael	1996-08-23 00:00:00.0	3.67
10265	Blondel pe et fils	Fuller, Andrew	1996-08-12 00:00:00.0	55.28
10266	Wartian Herkku	Leverling, Janet	1996-07-31 00:00:00.0	25.73
10267	Frankenversand	Peacock, Margaret	1996-08-06 00:00:00.0	208.58
10268	GROSELLA-Restaurante	Callahan, Laura	1996-08-02 00:00:00.0	66.29
10269	White Clover Markets	Buchanan, Steven	1996-08-09 00:00:00.0	4.56
10270	Wartian Herkku	Davolio, Nancy	1996-08-02 00:00:00.0	136.54
10271	Split Rail Beer & Ale	Suyama, Michael	1996-08-30 00:00:00.0	4.54
10272	Rattlesnake Canyon Grocery	Suyama, Michael	1996-08-06 00:00:00.0	98.03
10273	QUICK-Stop	Leverling, Janet	1996-08-12 00:00:00.0	76.07
10274	Vins et alcools Chevalier	Suyama, Michael	1996-08-16 00:00:00.0	6.01
10275	Magazzini Alimentari Riuniti	Davolio, Nancy	1996-08-09 00:00:00.0	26.93
10276	Tortuga Restaurante	Callahan, Laura	1996-08-14 00:00:00.0	13.84
10277	Morgenstern Gesundkost	Fuller, Andrew	1996-08-13 00:00:00.0	125.77
10278	Berglunds snabbkop	Callahan, Laura	1996-08-16 00:00:00.0	92.69
10279	Lehmanns Marktstand	Callahan, Laura	1996-08-16 00:00:00.0	25.83
10280	Berglunds snabbkop	Fuller, Andrew	1996-09-12 00:00:00.0	8.98
10281	Romero y tomillo	Peacock, Margaret	1996-08-21 00:00:00.0	2.94
10282	Romero y tomillo	Peacock, Margaret	1996-08-21 00:00:00.0	12.69
10283	LILA-Supermercado	Leverling, Janet	1996-08-23 00:00:00.0	84.81
10284	Lehmanns Marktstand	Peacock, Margaret	1996-08-27 00:00:00.0	76.56
10285	QUICK-Stop	Davolio, Nancy	1996-08-26 00:00:00.0	76.83
10286	QUICK-Stop	Callahan, Laura	1996-08-30 00:00:00.0	229.24
10287	Ricardo Adocicados	Callahan, Laura	1996-08-28 00:00:00.0	12.76
10288	Reggiani Caseifici	Peacock, Margaret	1996-09-03 00:00:00.0	7.45
10289	Bs Beverages	King, Robert	1996-08-28 00:00:00.0	22.77
10290	Comeio Mineiro	Callahan, Laura	1996-09-03 00:00:00.0	79.70
10291	Que Delia	Suyama, Michael	1996-09-04 00:00:00.0	6.40
10292	Tradic Hipermercados	Davolio, Nancy	1996-09-02 00:00:00.0	1.35
10293	Tortuga Restaurante	Davolio, Nancy	1996-09-11 00:00:00.0	21.18
10294	Rattlesnake Canyon Grocery	Peacock, Margaret	1996-09-05 00:00:00.0	147.26
10295	Vins et alcools Chevalier	Fuller, Andrew	1996-09-10 00:00:00.0	1.15
10296	LILA-Supermercado	Suyama, Michael	1996-09-11 00:00:00.0	0.12
10297	Blondel pe et fils	Buchanan, Steven	1996-09-10 00:00:00.0	5.74
10298	Hungry Owl All-Night Grocers	Suyama, Michael	1996-09-11 00:00:00.0	168.22
10299	Ricardo Adocicados	Peacock, Margaret	1996-09-13 00:00:00.0	29.76
10300	Magazzini Alimentari Riuniti	Fuller, Andrew	1996-09-18 00:00:00.0	17.68
10301	Die Wandernde Kuh	Callahan, Laura	1996-09-17 00:00:00.0	45.08
10302	Supres deces	Peacock, Margaret	1996-10-09 00:00:00.0	6.27
10303	Godos Cocina Tica	King, Robert	1996-09-18 00:00:00.0	107.83
10304	Tortuga Restaurante	Davolio, Nancy	1996-09-17 00:00:00.0	63.79
10305	Old World Delicatessen	Callahan, Laura	1996-10-09 00:00:00.0	257.62
10306	Romero y tomillo	Davolio, Nancy	1996-09-23 00:00:00.0	7.56
10307	Lonesome Pine Restaurant	Fuller, Andrew	1996-09-25 00:00:00.0	0.56
10308	Ana Trujillo Emparedados y helados	King, Robert	1996-09-24 00:00:00.0	1.61
10309	Hungry Owl All-Night Grocers	Leverling, Janet	1996-10-23 00:00:00.0	47.30
10310	The Big Cheese	Callahan, Laura	1996-09-27 00:00:00.0	17.52
10311	Du monde entier	Davolio, Nancy	1996-09-26 00:00:00.0	24.69
10312	Die Wandernde Kuh	Fuller, Andrew	1996-10-03 00:00:00.0	40.26
10313	QUICK-Stop	Fuller, Andrew	1996-10-04 00:00:00.0	1.96
10314	Rattlesnake Canyon Grocery	Davolio, Nancy	1996-10-04 00:00:00.0	74.16
10315	Island Trading	Peacock, Margaret	1996-10-03 00:00:00.0	41.76
10316	Rattlesnake Canyon Grocery	Davolio, Nancy	1996-10-08 00:00:00.0	150.15
10317	Lonesome Pine Restaurant	Suyama, Michael	1996-10-10 00:00:00.0	12.69
10318	Island Trading	Callahan, Laura	1996-10-04 00:00:00.0	4.73
10319	Tortuga Restaurante	King, Robert	1996-10-11 00:00:00.0	64.50
10320	Wartian Herkku	Buchanan, Steven	1996-10-18 00:00:00.0	34.57
10321	Island Trading	Leverling, Janet	1996-10-11 00:00:00.0	3.43
10322	Pericles Comidas clacas	King, Robert	1996-10-23 00:00:00.0	0.40
10323	Kolich Essen	Peacock, Margaret	1996-10-14 00:00:00.0	4.88
10324	Save-a-lot Markets	Dodsworth, Anne	1996-10-10 00:00:00.0	214.27
10325	Kolich Essen	Davolio, Nancy	1996-10-14 00:00:00.0	64.86
10326	Boo Comidas preparadas	Peacock, Margaret	1996-10-14 00:00:00.0	77.92
10327	Folk och faB	Fuller, Andrew	1996-10-14 00:00:00.0	63.36
10328	Furia Bacalhau e Frutos do Mar	Peacock, Margaret	1996-10-17 00:00:00.0	87.03
10329	Split Rail Beer & Ale	Peacock, Margaret	1996-10-23 00:00:00.0	191.67
10330	LILA-Supermercado	Leverling, Janet	1996-10-28 00:00:00.0	12.75
