10115	223670049	Den	Raphaely	DRAPHEAL@gmail.org	515.127.4561	2002-12-07 00:00:00.0	PU_MAN	11000.00	0.00	661272028	30
10116	551019428	Alexander	Khoo	AKHOO@verizon.edu	515.127.4562	2003-05-18 00:00:00.0	PU_CLERK	3100.00	0.00	223670049	30
10117	441672618	Shelli	Baida	SBAIDA@verizon.org	515.127.4563	2005-12-24 00:00:00.0	PU_CLERK	2900.00	0.00	223670049	30
10118	718057615	Sigal	Tobias	STOBIAS@verizon.com	515.127.4564	2005-07-24 00:00:00.0	PU_CLERK	2800.00	0.00	223670049	30
10119	473473379	Guy	Himuro	GHIMURO@outlook.net	515.127.4565	2006-11-15 00:00:00.0	PU_CLERK	2600.00	0.00	223670049	30
10120	599127479	Karen	Colmenares	KCOLMENA@yahoo.gov	515.127.4566	2007-08-10 00:00:00.0	PU_CLERK	2500.00	0.00	223670049	30
10121	671735086	Matthew	Weiss	MWEISS@gmail.gov	650.123.1234	2004-07-18 00:00:00.0	ST_MAN	8000.00	0.00	661272028	50
10122	306289564	Adam	Fripp	AFRIPP@gmail.com	650.123.2234	2005-04-10 00:00:00.0	ST_MAN	8200.00	0.00	661272028	50
10123	767169700	Payam	Kaufling	PKAUFLIN@verizon.com	650.123.3234	2003-05-01 00:00:00.0	ST_MAN	7900.00	0.00	661272028	50
10124	535847535	Shanta	Vollman	SVOLLMAN@aol.net	650.123.4234	2005-10-10 00:00:00.0	ST_MAN	6500.00	0.00	661272028	50
10125	217192383	Kevin	Mourgos	KMOURGOS@mail.gov	650.123.5234	2007-11-16 00:00:00.0	ST_MAN	5800.00	0.00	661272028	50
10126	121835955	Julia	Nayer	JNAYER@yahoo.net	650.124.1214	2005-07-16 00:00:00.0	ST_CLERK	3200.00	0.00	671735086	50
10127	277493252	Irene	Mikkilineni	IMIKKILI@verizon.com	650.124.1224	2006-09-28 00:00:00.0	ST_CLERK	2700.00	0.00	671735086	50
10128	677564594	James	Landry	JLANDRY@mail.edu	650.124.1334	2007-01-14 00:00:00.0	ST_CLERK	2400.00	0.00	671735086	50
10129	416524655	Steven	Markle	SMARKLE@att.com	650.124.1434	2008-03-08 00:00:00.0	ST_CLERK	2200.00	0.00	671735086	50
10130	804367677	Laura	Bissot	LBISSOT@att.org	650.124.5234	2005-08-20 00:00:00.0	ST_CLERK	3300.00	0.00	306289564	50
10131	388498749	Mozhe	Atkinson	MATKINSO@gmail.edu	650.124.6234	2005-10-30 00:00:00.0	ST_CLERK	2800.00	0.00	306289564	50
10132	694308776	James	Marlow	JAMRLOW@comcast.net	650.124.7234	2005-02-16 00:00:00.0	ST_CLERK	2500.00	0.00	306289564	50
10133	550886292	TJ	Olson	TJOLSON@att.net	650.124.8234	2007-04-10 00:00:00.0	ST_CLERK	2100.00	0.00	306289564	50
10134	192057939	Jason	Mallin	JMALLIN@charter.gov	650.127.1934	2004-06-14 00:00:00.0	ST_CLERK	3300.00	0.00	767169700	50
10135	256467930	Michael	Rogers	MROGERS@outlook.com	650.127.1834	2006-08-26 00:00:00.0	ST_CLERK	2900.00	0.00	767169700	50
10136	660386436	Ki	Gee	KGEE@mail.com	650.127.1734	2007-12-12 00:00:00.0	ST_CLERK	2400.00	0.00	767169700	50
10137	652632372	Hazel	Philtanker	HPHILTAN@charter.org	650.127.1634	2008-02-06 00:00:00.0	ST_CLERK	2200.00	0.00	767169700	50
10138	323885573	Renske	Ladwig	RLADWIG@aol.edu	650.121.1234	2003-07-14 00:00:00.0	ST_CLERK	3600.00	0.00	535847535	50
10139	485128203	Stephen	Stiles	SSTILES@verizon.gov	650.121.2034	2005-10-26 00:00:00.0	ST_CLERK	3200.00	0.00	535847535	50
10140	663184101	John	Seo	JSEO@comcast.edu	650.121.2019	2006-02-12 00:00:00.0	ST_CLERK	2700.00	0.00	535847535	50
10141	408707644	Joshua	Patel	JPATEL@yahoo.edu	650.121.1834	2006-04-06 00:00:00.0	ST_CLERK	2500.00	0.00	535847535	50
10142	240033277	Trenna	Rajs	TRAJS@comcast.gov	650.121.8009	2003-10-17 00:00:00.0	ST_CLERK	3500.00	0.00	217192383	50
10143	263658281	Curtis	Davies	CDAVIES@gmail.org	650.121.2994	2005-01-29 00:00:00.0	ST_CLERK	3100.00	0.00	217192383	50
10144	836290621	Randall	Matos	RMATOS@yahoo.org	650.121.2874	2006-03-15 00:00:00.0	ST_CLERK	2600.00	0.00	217192383	50
10145	228480933	Peter	Vargas	PVARGAS@mail.net	650.121.2004	2006-07-09 00:00:00.0	ST_CLERK	2500.00	0.00	217192383	50
10146	491468339	John	Russell	JRUSSEL@comcast.com	011.44.1344.429268	2004-10-01 00:00:00.0	SA_MAN	14000.00	0.38	661272028	80
10147	381048770	Karen	Partners	KPARTNER@comcast.gov	011.44.1344.467268	2005-01-05 00:00:00.0	SA_MAN	13500.00	0.30	661272028	80
10148	658874527	Alberto	Errazuriz	AERRAZUR@gmail.com	011.44.1344.429278	2005-03-10 00:00:00.0	SA_MAN	12000.00	0.30	661272028	80
10149	222355712	Gerald	Cambrault	GCAMBRAU@mail.net	011.44.1344.619268	2007-10-15 00:00:00.0	SA_MAN	11000.00	0.30	661272028	80
10150	821188916	Eleni	Zlotkey	EZLOTKEY@gmail.edu	011.44.1344.429018	2008-01-29 00:00:00.0	SA_MAN	10500.00	0.25	661272028	80
10151	808973556	Peter	Tucker	PTUCKER@verizon.org	011.44.1344.129268	2005-01-30 00:00:00.0	SA_REP	10000.00	0.30	491468339	80
10152	591388917	David	Bernstein	DBERNSTE@gmail.gov	011.44.1344.345268	2005-03-24 00:00:00.0	SA_REP	9500.00	0.25	491468339	80
10153	358280916	Peter	Hall	PHALL@att.net	011.44.1344.478968	2005-08-20 00:00:00.0	SA_REP	9000.00	0.25	491468339	80
10154	623495727	Christopher	Olsen	COLSEN@outlook.com	011.44.1344.498718	2006-03-30 00:00:00.0	SA_REP	8000.00	0.20	491468339	80
10155	656815628	Nanette	Cambrault	NCAMBRAU@mail.edu	011.44.1344.987668	2006-12-09 00:00:00.0	SA_REP	7500.00	0.20	491468339	80
10156	374692600	Oliver	Tuvault	OTUVAULT@yahoo.gov	011.44.1344.486508	2007-11-23 00:00:00.0	SA_REP	7000.00	0.15	491468339	80
10157	475794077	Janette	King	JKING@comcast.edu	011.44.1345.429268	2004-01-30 00:00:00.0	SA_REP	10000.00	0.35	381048770	80
10158	293539281	Patrick	Sully	PSULLY@comcast.gov	011.44.1345.929268	2004-03-04 00:00:00.0	SA_REP	9500.00	0.35	381048770	80
10159	713186079	Allan	McEwen	AMCEWEN@outlook.net	011.44.1345.829268	2004-08-01 00:00:00.0	SA_REP	9000.00	0.35	381048770	80
10160	537132238	Lindsey	Smith	LSMITH@verizon.net	011.44.1345.729268	2005-03-10 00:00:00.0	SA_REP	8000.00	0.30	381048770	80
10161	371097973	Louise	Doran	LDORAN@outlook.gov	011.44.1345.629268	2005-12-15 00:00:00.0	SA_REP	7500.00	0.30	381048770	80
10162	784477393	Sarath	Sewall	SSEWALL@aol.gov	011.44.1345.529268	2006-11-03 00:00:00.0	SA_REP	7000.00	0.25	381048770	80
10163	710314382	Clara	Vishney	CVISHNEY@verizon.edu	011.44.1346.129268	2005-11-11 00:00:00.0	SA_REP	10500.00	0.25	658874527	80
10164	673000747	Danielle	Greene	DGREENE@yahoo.edu	011.44.1346.229268	2007-03-19 00:00:00.0	SA_REP	9500.00	0.15	658874527	80
10165	155384207	Mattea	Marvins	MMARVINS@yahoo.com	011.44.1346.329268	2008-01-24 00:00:00.0	SA_REP	7200.00	0.10	658874527	80
10166	123545969	David	Lee	DLEE@charter.edu	011.44.1346.529268	2008-02-23 00:00:00.0	SA_REP	6800.00	0.10	658874527	80
10167	582268470	Sundar	Ande	SANDE@msn.edu	011.44.1346.629268	2008-03-24 00:00:00.0	SA_REP	6400.00	0.10	658874527	80
10168	341562514	Amit	Banda	ABANDA@verizon.com	011.44.1346.729268	2008-04-21 00:00:00.0	SA_REP	6200.00	0.10	658874527	80
10169	301972999	Lisa	Ozer	LOZER@yahoo.com	011.44.1343.929268	2005-03-11 00:00:00.0	SA_REP	11500.00	0.25	222355712	80
10170	781651266	Harrison	Bloom	HBLOOM@outlook.org	011.44.1343.829268	2006-03-23 00:00:00.0	SA_REP	10000.00	0.20	222355712	80
10171	122986412	Tayler	Fox	TFOX@aol.com	011.44.1343.729268	2006-01-24 00:00:00.0	SA_REP	9600.00	0.20	222355712	80
10172	528262639	William	Smith	WSMITH@outlook.com	011.44.1343.629268	2007-02-23 00:00:00.0	SA_REP	7400.00	0.15	222355712	80
10173	730922093	Elizabeth	Bates	EBATES@att.edu	011.44.1343.529268	2007-03-24 00:00:00.0	SA_REP	7300.00	0.15	222355712	80
10174	406453411	Sundita	Kumar	SKUMAR@aol.edu	011.44.1343.329268	2008-04-21 00:00:00.0	SA_REP	6100.00	0.10	222355712	80
10175	301258594	Ellen	Abel	EABEL@mail.edu	011.44.1644.429267	2004-05-11 00:00:00.0	SA_REP	11000.00	0.30	821188916	80
10176	440710211	Alyssa	Hutton	AHUTTON@aol.net	011.44.1644.429266	2005-03-19 00:00:00.0	SA_REP	8800.00	0.25	821188916	80
10177	436921580	Jonathon	Taylor	JTAYLOR@charter.com	011.44.1644.429265	2006-03-24 00:00:00.0	SA_REP	8600.00	0.20	821188916	80
10178	309391206	Jack	Livingston	JLIVINGS@outlook.net	011.44.1644.429264	2006-04-23 00:00:00.0	SA_REP	8400.00	0.20	821188916	80
10179	238675808	Kimberely	Grant	KGRANT@att.org	011.44.1644.429263	2007-05-24 00:00:00.0	SA_REP	7000.00	0.15	821188916	50
10180	561677820	Charles	Johnson	CJOHNSON@aol.gov	011.44.1644.429262	2008-01-04 00:00:00.0	SA_REP	6200.00	0.10	821188916	80
10181	682349140	Winston	Taylor	WTAYLOR@mail.edu	650.507.9876	2006-01-24 00:00:00.0	SH_CLERK	3200.00	0.00	671735086	50
10182	173513617	Jean	Fleaur	JFLEAUR@gmail.edu	650.507.9877	2006-02-23 00:00:00.0	SH_CLERK	3100.00	0.00	671735086	50
10183	249511360	Martha	Sullivan	MSULLIVA@mail.gov	650.507.9878	2007-06-21 00:00:00.0	SH_CLERK	2500.00	0.00	671735086	50
10184	736707274	Girard	Geoni	GGEONI@mail.com	650.507.9879	2008-02-03 00:00:00.0	SH_CLERK	2800.00	0.00	671735086	50
10185	744098088	Nandita	Sarchand	NSARCHAN@verizon.org	650.509.1876	2004-01-27 00:00:00.0	SH_CLERK	4200.00	0.00	306289564	50
10186	677021755	Alexis	Bull	ABULL@att.org	650.509.2876	2005-02-20 00:00:00.0	SH_CLERK	4100.00	0.00	306289564	50
10187	662036427	Julia	Dellinger	JDELLING@comcast.net	650.509.3876	2006-06-24 00:00:00.0	SH_CLERK	3400.00	0.00	306289564	50
10188	168025776	Anthony	Cabrio	ACABRIO@comcast.gov	650.509.4876	2007-02-07 00:00:00.0	SH_CLERK	3000.00	0.00	306289564	50
10189	377578286	Kelly	Chung	KCHUNG@outlook.gov	650.505.1876	2005-06-14 00:00:00.0	SH_CLERK	3800.00	0.00	767169700	50
10190	611923906	Jennifer	Dilly	JDILLY@mail.edu	650.505.2876	2005-08-13 00:00:00.0	SH_CLERK	3600.00	0.00	767169700	50
10191	220067838	Timothy	Gates	TGATES@verizon.gov	650.505.3876	2006-07-11 00:00:00.0	SH_CLERK	2900.00	0.00	767169700	50
10192	372864432	Randall	Perkins	RPERKINS@outlook.org	650.505.4876	2007-12-19 00:00:00.0	SH_CLERK	2500.00	0.00	767169700	50
10193	271997715	Sarah	Bell	SBELL@aol.gov	650.501.1876	2004-02-04 00:00:00.0	SH_CLERK	4000.00	0.00	535847535	50
10194	503143931	Britney	Everett	BEVERETT@verizon.org	650.501.2876	2005-03-03 00:00:00.0	SH_CLERK	3900.00	0.00	535847535	50
10195	552444036	Samuel	McCain	SMCCAIN@mail.com	650.501.3876	2006-07-01 00:00:00.0	SH_CLERK	3200.00	0.00	535847535	50
10196	808419023	Vance	Jones	VJONES@aol.edu	650.501.4876	2007-03-17 00:00:00.0	SH_CLERK	2800.00	0.00	535847535	50
10197	164664291	Alana	Walsh	AWALSH@charter.net	650.507.9811	2006-04-24 00:00:00.0	SH_CLERK	3100.00	0.00	217192383	50
10198	495841459	Kevin	Feeney	KFEENEY@att.gov	650.507.9822	2006-05-23 00:00:00.0	SH_CLERK	3000.00	0.00	217192383	50
10199	471372823	Donald	OConnell	DOCONNEL@verizon.gov	650.507.9833	2007-06-21 00:00:00.0	SH_CLERK	2600.00	0.00	217192383	50
10200	637712355	Douglas	Grant	DGRANT@charter.net	650.507.9844	2008-01-13 00:00:00.0	SH_CLERK	2600.00	0.00	217192383	50
10201	428866769	Jennifer	Whalen	JWHALEN@verizon.com	515.123.4444	2003-09-17 00:00:00.0	AD_ASST	4400.00	0.00	526476627	10
10202	696003048	Michael	Hartstein	MHARTSTE@outlook.gov	515.123.5555	2004-02-17 00:00:00.0	MK_MAN	13000.00	0.00	661272028	20
10203	291057029	Pat	Fay	PFAY@aol.edu	603.123.6666	2005-08-17 00:00:00.0	MK_REP	6000.00	0.00	696003048	20
10204	218329597	Susan	Mavris	SMAVRIS@charter.edu	515.123.7777	2002-06-07 00:00:00.0	HR_REP	6500.00	0.00	526476627	40
10205	831918075	Hermann	Baer	HBAER@verizon.edu	515.123.8888	2002-06-07 00:00:00.0	PR_REP	10000.00	0.00	526476627	70
10206	445658179	Shelley	Higgins	SHIGGINS@aol.net	515.123.8080	2002-06-07 00:00:00.0	AC_MGR	12008.00	0.00	526476627	110
10207	544909745	William	Gietz	WGIETZ@yahoo.org	515.123.8181	2002-06-07 00:00:00.0	AC_ACCOUNT	8300.00	0.00	445658179	110
